index,attempts,error_angles
0,0,-2.4895529219991284
1,1,-1.3411277797169256
2,2,-1.483054577475161
3,3,3.4517539082220274
4,4,1.1419573267890173
5,5,4.499249362241679
6,6,7.392647471394013
7,7,-3.200706701018313
8,8,1.4202655463987328
9,9,2.164217607377163
10,10,1.0674996837403445
11,11,-1.6507183279224844
12,12,-5.138118577449005
13,13,-2.3859440303887243
14,14,0.0
15,15,-3.8654611698517494
16,16,-2.7702157972000383
17,17,-3.6619355755198173
18,18,-0.8138057737691038
19,19,1.363927531602656
20,20,-1.6262571967150932
21,21,1.695761317180786
22,22,4.242657317288711
23,23,2.8535028365760295
24,24,2.091332358033478
25,25,3.8835723667624875
26,26,2.5129357718151337
27,27,4.0334110727702654
28,28,2.2239612403854863
29,29,0.37084129082763
30,30,2.3119280794248924
31,31,1.392935952138606
32,32,0.7563359928261317
33,33,5.576293284979969
34,34,3.779813857999274
35,35,-0.5161642297649448
36,36,-3.2461336869926796
37,37,-5.5386375327905775
38,38,-8.360616092819267
39,39,-1.6946470685371826
40,40,-1.72988362181309
41,41,-1.0641954923877888
42,42,-0.961248386024869
43,43,2.6110278909005378
44,44,-1.8476540884336239
45,45,-0.256295023777423
46,46,0.8489616451886458
47,47,-0.5269683519111678
48,48,-3.0736893739079174
49,49,-0.2894068624998626
50,50,-13.125016348901822
51,51,8.858614447924671
52,52,-1.146686698021842
53,53,0.33499846313886883
54,54,-1.4417965965056752
55,55,1.4424523993606244
56,56,2.4207731275112643
57,57,-6.723320532180477
58,58,-2.5685483598456247
59,59,-5.618439467406611
60,60,-8.037953734390717
61,61,-21.381560532593458
62,62,1.1051420841486688
63,63,-26.75293225066413
64,64,-1.827840984217368
65,65,-2.6194391776947357
66,66,3.116904664463537
67,67,-4.460789469792752
68,68,-0.33231076833872475
69,69,-7.467543368564979
70,70,-4.769939063476415
71,71,-1.529697990532702
72,72,-2.7203955723044055
73,73,1.35536532109992
74,74,-5.1468412355808795
75,75,-2.7400584291324295
76,76,-1.3522701081852067
77,77,-4.45055755768832
78,78,-9.870873530160189
79,79,-5.3317588491320915
80,80,30.136208378554326
81,81,4.625505870604973
82,82,-4.098879691662278
83,83,1.2253913023738419
84,84,1.673751052211955
85,85,-1.8476102659947131
86,86,-2.4090813744724002
87,87,-3.5432026634745344
88,88,-0.5598757901619873
89,89,-1.8530406308264997
90,90,7.853313301978286
91,91,-1.126984725477978
92,92,7.25972404625985
93,93,5.745181590595322
94,94,6.849557992766553
95,95,-3.5530197152411036
96,96,1.5377723846973415
97,97,5.042451069170885
98,98,-7.1250163489018075
99,99,3.3963593106618593
100,100,-2.9694538416599263
101,101,3.6214847041172984
102,102,0.5405101871309339
103,103,4.872450690845491
104,104,6.115503566285504
105,105,1.784338172987099
106,106,1.257072415814442
107,107,-1.8068386497606737
108,108,-3.872575711973327
109,109,2.188582560403256
110,110,0.7021190134160836
111,111,3.305203616727228
112,112,0.0
113,113,2.8047553308631676
114,114,2.976000491894418
115,115,4.085616779974888
116,116,-6.3596602397284805
117,117,-1.1864293809507696
118,118,5.321784098244733
119,119,-1.721486098150878
120,120,-1.6738471702702677
121,121,-1.634327221761929
122,122,-3.668490109075318
123,123,-7.394021571201306
124,124,-8.264259000095025
125,125,-16.001953712756706
126,126,7.159816889415141
127,127,-11.184985245841315
128,128,-13.525381026034964
129,129,-7.910513602836526
130,130,-12.296446930175556
131,131,-0.18397331804181782
132,132,-16.59883813327801
133,133,-3.8045938847690244
134,134,-7.861920470401398
135,135,-5.4803573118092554
136,136,-5.8870892667548755
137,137,-3.5111399741726297
138,138,-16.842457259985192
139,139,-17.957424857115015
140,140,-3.8247100182401086
141,141,-8.886499921634764
142,142,-4.949022183557087
143,143,0.6630817320745241
144,144,6.803888712475325
145,145,-0.23625279016928952
146,146,-8.098539778008359
147,147,1.2233052867536338
148,148,-6.45547690791654
149,149,-11.337688166087407
150,150,5.076756315502661
151,151,-6.300760051854125
152,152,-4.808491353513879
153,153,-15.173520029644314
154,154,-3.9110800745637335
155,155,0.2007426201808695
156,156,-3.2703062315145854
157,157,-7.365760797491216
158,158,1.7206354944841369
159,159,-4.6803130896903244
160,160,38.33962596020517
161,161,12.317038445898394
162,162,14.54487255249925
163,163,-0.6117947570868931
164,164,2.547707266900793
165,165,6.076950669009768
166,166,9.42068335225004
167,167,2.4246826430412223
168,168,10.965256348040771
169,169,8.228710713846349
170,170,19.406080353133603
171,171,16.093769748912347
172,172,-13.94802887873005
173,173,22.1143676978089
174,174,15.130928588591525
175,175,5.166197260875795
176,176,15.458756873488687
177,177,-15.819770825755484
178,178,26.277359285618477
179,179,12.652420764993023
180,180,1.119084638676447
181,181,21.059044479652652
182,182,6.466643141563871
183,183,4.734662751636943
184,184,14.953363813272995
185,185,16.017981752536162
186,186,30.23226943013303
187,187,0.5585213215919494
188,188,9.365993883306226
189,189,9.202847786354546
190,190,21.33272540725016
191,191,13.071871635964133
192,192,-5.406085954795412
193,193,11.71724914349294
194,194,23.777847424278768
195,195,-11.160648189452985
196,196,2.9734495137020973
197,197,6.6366233637762395
198,198,17.983735254937134
199,199,26.899511713117825
