index,attempts,error_distances
0,0,-0.5502314814814815
1,1,-0.02644675925925926
2,2,-0.10833333333333334
3,3,0.3963541666666667
4,4,0.019675925925925927
5,5,0.32314814814814813
6,6,1.1125578703703702
7,7,-0.16533564814814813
8,8,3.7171874999999996
9,9,1.880613425925926
10,10,0.4668981481481481
11,11,-2.097453703703704
12,12,-4.723668981481482
13,13,-1.3020833333333333
14,14,0.725925925925926
15,15,-4.86255787037037
16,16,-4.96875
17,17,-5.508333333333333
18,18,-2.516724537037037
19,19,5.675520833333334
20,20,-0.3097800925925926
21,21,0.05700231481481482
22,22,1.5931134259259259
23,23,0.5416666666666666
24,24,2.991724537037037
25,25,6.730787037037038
26,26,0.43634259259259256
27,27,0.38541666666666663
28,28,0.15
29,29,0.07708333333333334
30,30,0.5361689814814815
31,31,0.812037037037037
32,32,0.016666666666666666
33,33,1.904224537037037
34,34,1.2604166666666665
35,35,-1.0130208333333333
36,36,-1.3222800925925926
37,37,-1.3666666666666667
38,38,-1.2585648148148147
39,39,-1.3891203703703703
40,40,-0.045891203703703705
41,41,-0.5085648148148149
42,42,-0.016724537037037038
43,43,0.1474537037037037
44,44,-2.1891123577173595
45,45,-0.16619460120553933
46,46,0.7229019633582143
47,47,-0.005487402675415072
48,48,-0.3025559525211977
49,49,-0.12464318336938125
50,50,-2.5231982268419513
51,51,1.1430388613521991
52,52,-0.0673943420809747
53,53,0.017018956987683655
54,54,-0.1568350364931122
55,55,0.03361529645918714
56,56,0.6750254480390234
57,57,-0.8704103859243799
58,58,-0.11887881645277922
59,59,-0.48526796070534883
60,60,-0.9535655661961222
61,61,-6.6904964758237
62,62,0.0352974788685643
63,63,-10.514109135798288
64,64,-0.18954771316324937
65,65,-0.4874105154384109
66,66,0.24927728106445235
67,67,-0.33852200505534574
68,68,-0.0016769259249707674
69,69,-0.810600139058877
70,70,-0.34180149229591267
71,71,-0.2424523309252219
72,72,-0.13784609132178777
73,73,0.03706448048547803
74,74,-0.3893848858791439
75,75,-0.3000880215639204
76,76,-0.07524832019256651
77,77,-0.43998695771265417
78,78,-1.7519487807279317
79,79,-0.7660082960723411
80,80,13.521354166666667
81,81,0.4005208333333333
82,82,-0.2974537037037037
83,83,5.103703703703704
84,84,0.10144675925925926
85,85,-1.6195023148148149
86,86,-0.16302083333333334
87,87,-0.6981481481481482
88,88,-0.05005787037037037
89,89,-1.5445023148148147
90,90,1.3425925925925926
91,91,-0.04189814814814814
92,92,1.0148148148148148
93,93,1.293113425925926
94,94,1.8416666666666668
95,95,-0.22135416666666666
96,96,0.037037037037037035
97,97,1.9502314814814814
98,98,-0.9255208333333333
99,99,1.4759259259259259
100,100,-2.2141203703703707
101,101,0.4453703703703704
102,102,0.3046875
103,103,0.3752314814814815
104,104,0.6264467592592592
105,105,0.46041666666666664
106,106,0.3597800925925926
107,107,-0.3196759259259259
108,108,-0.830787037037037
109,109,0.2564814814814815
110,110,10.813020833333335
111,111,0.966724537037037
112,112,0.05925925925925926
113,113,2.1958912037037037
114,114,0.8255208333333334
115,115,0.31134259259259256
116,116,-1.164814814814815
117,117,-1.3625578703703705
118,118,4.514120370370371
119,119,-4.096354166666667
120,120,-0.06911130725404127
121,121,-0.03925946951301025
122,122,-0.9819042517037105
123,123,-1.0702316447268945
124,124,-1.5256427266981238
125,125,-7.526322549618802
126,126,0.9837289530876303
127,127,-7.93936589550535
128,128,-4.314363905740706
129,129,-1.8814052320647008
130,130,-6.945500879297424
131,131,-0.0005851361287736834
132,132,-4.026957945970831
133,133,-2.220611225642627
134,134,-2.9996994732980116
135,135,-5.766418153581172
136,136,-7.463325679977275
137,137,-1.3992807922776604
138,138,-4.381420229770706
139,139,-4.720639546842892
140,140,-0.9751570029297016
141,141,-1.7158895601134116
142,142,-0.37127427471871577
143,143,0.03821746549140879
144,144,2.7358664941614506
145,145,-5.447000251851429
146,146,-1.2844394887998036
147,147,0.02903778871401388
148,148,-2.736217040218502
149,149,-2.190883976584862
150,150,1.3437197962927048
151,151,-5.875591525551045
152,152,-0.6066485752610622
153,153,-3.603279134851888
154,154,-0.7068147429991374
155,155,0.013913696356422332
156,156,-0.2713173256436683
157,157,-0.8202430171458255
158,158,0.044035461622436954
159,159,-0.3841257811211038
160,160,22.769989548822185
161,161,3.1793442884637084
162,162,7.486122410938577
163,163,-0.24001262759534395
164,164,0.10328686464749445
165,165,4.334504032024011
166,166,4.551326595272882
167,167,0.20628712471648097
168,168,3.778205444163987
169,169,1.2769802667260446
170,170,11.174589509616613
171,171,4.354875506985268
172,172,-8.077905831191236
173,173,10.082782885107909
174,174,7.575917686345066
175,175,6.573141475689626
176,176,4.234878932246026
177,177,-3.849449910803866
178,178,11.612618154609839
179,179,4.884870163028115
180,180,0.5548907889746233
181,181,7.521058380387618
182,182,7.942738637548229
183,183,6.149160843385465
184,184,13.114085899459251
185,185,4.534479892594856
186,186,14.13931916532957
187,187,0.9022729531362557
188,188,5.10194916729149
189,189,5.7397273761150025
190,190,10.128679561234991
191,191,4.818404050407933
192,192,-4.456908585135806
193,193,7.566323048038123
194,194,14.37081220999
195,195,-2.03537677290363
196,196,3.7114518870571063
197,197,8.222718510924722
198,198,4.728474678618782
199,199,20.474925856145415
